song_a,album_a,song_b,album_b,similarity
Bad Romance,The Fame Monster,Bad Romance (Grum Remix),Bad Romance (The Remixes Pt. 1 & 2),0.7687
Bad Romance,The Fame Monster,Bad Romance (Hercules & Love Affair Remix),Bad Romance (The Remixes Pt. 1 & 2),0.8111
Bad Romance,The Fame Monster,Bad Romance (Dave Audé Radio Mix),Bad Romance (The Remixes Pt. 1 & 2),0.9102
Bad Romance,The Fame Monster,Bad Romance (Bimbo Jones Vocal Mix),Bad Romance (The Remixes Pt. 1 & 2),0.9089
Bad Romance,The Fame Monster,Bad Romance - The Cure ( ACT VI),,0.7571
Sexxx Dreams,ARTPOP,Sexxx Dreams (Demo),Unreleased Songs,0.9673
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Stupid Love,Chromatica,0.6264
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Fun Tonight,Chromatica,0.6713
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Joanne,Joanne,0.6121
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),0.8239
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Speechless,The Fame Monster,0.6042
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Love Me Right,Chromatica (Target Exclusive/International Deluxe),0.6431
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),So Happy I Could Die,The Fame Monster,0.6021
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Again Again,The Fame,0.6539
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Second Time Around,Unreleased Songs,0.6532
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Earthquake (Then You’d Love Me),Unreleased Songs,0.6104
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Captivated,Unreleased Songs,0.6095
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),No Floods,Red and Blue - EP,0.6737
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Let Love Down,New Material (Mixtape),0.662
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Something Crazy,Red and Blue - EP,0.6139
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Quicksand (Demo),Unreleased Songs,0.6927
I’ll Never Love Again (Extended Version),A Star is Born (Original Motion Picture Soundtrack),Weather Girl (Demo),Unreleased Songs,0.6015
Poker Face,The Fame,Super Bowl LI Halftime Show,Super Bowl Halftime Shows,0.6272
Poker Face,The Fame,Poker Face - Live at The Cherrytree House Piano & Voice Version,The Remix,0.8707
Poker Face,The Fame,Poker Face (LLG vs. GLG Radio Mix),The Remix,0.954
Poker Face,The Fame,Filthy Pop (Rob Fusari Version),Unreleased Songs,0.6006
Million Reasons,Joanne,Million Reasons (Work Tape),Joanne,1.0
Million Reasons,Joanne,Million Reasons (Andrelli Remix),,0.9737
Million Reasons,Joanne,Million Reasons (KVR Remix),,1.0
G.U.Y.,ARTPOP,Yoü and I,Born This Way,0.6566
G.U.Y.,ARTPOP,I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),0.6202
G.U.Y.,ARTPOP,Hey Girl,Joanne,0.6613
G.U.Y.,ARTPOP,Government Hooker,Born This Way,0.6083
G.U.Y.,ARTPOP,Do What U Want (Remix),ARTPOP,0.6334
G.U.Y.,ARTPOP,Super Bowl LI Halftime Show,Super Bowl Halftime Shows,0.6056
G.U.Y.,ARTPOP,Bad Romance (Skrillex Remix),Bad Romance (The Remixes Pt. 1 & 2),0.6019
G.U.Y.,ARTPOP,LoveGame - Chew Fu Ghettohouse Fix,LoveGame The Remixes (International Version),0.6115
G.U.Y.,ARTPOP,Do What U Want (Kronic Remix),Do What U Want (Remixes),0.6008
G.U.Y.,ARTPOP,Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.6389
G.U.Y.,ARTPOP,Yoü and I - Metronomy Remix,Born This Way: The Remix,0.6793
G.U.Y.,ARTPOP,Do What U Want (Steven Redant Madrid Club Remix),Do What U Want (Remixes),0.6314
G.U.Y.,ARTPOP,G.U.Y (artRAVE paris version),,0.6865
G.U.Y.,ARTPOP,You and ï / born this way (artRAVE paris version),,0.6345
911,Chromatica,Fun Tonight,Chromatica,0.6071
911,Chromatica,No Floods,Red and Blue - EP,0.6326
911,Chromatica,Words,Red and Blue - EP,0.6111
911,Chromatica,Shallow (Joe Biden Election Night Rally 2020),Joe Biden Election Night 2020 Rally,0.6301
911,Chromatica,911 (Madeon Remix),,0.8211
The Cure,Now That’s What I Call Music! 97 [UK],Is That Alright?,A Star Is Born: Encore ,0.6295
The Cure,Now That’s What I Call Music! 97 [UK],Joanne,Joanne,0.607
The Cure,Now That’s What I Call Music! 97 [UK],MANiCURE,ARTPOP,0.6272
The Cure,Now That’s What I Call Music! 97 [UK],1000 Doves,Chromatica,0.6242
The Cure,Now That’s What I Call Music! 97 [UK],Heal Me,A Star is Born (Original Motion Picture Soundtrack),0.6659
The Cure,Now That’s What I Call Music! 97 [UK],MANiCURE (Demo),Unreleased Songs,0.6543
The Cure,Now That’s What I Call Music! 97 [UK],Something Crazy,Red and Blue - EP,0.6024
The Cure,Now That’s What I Call Music! 97 [UK],Tokyo,,0.6301
The Cure,Now That’s What I Call Music! 97 [UK],MANiCURE (Swinefest Demo),,0.6584
The Cure,Now That’s What I Call Music! 97 [UK],Master Heartbreaker,Unreleased Songs,0.6154
Born This Way,Born This Way,Born This Way (The Country Road Version),Born This Way (International Special Edition Version),0.9892
Born This Way,Born This Way,Born This Way - Jost & Naaf Remix,Born This Way,0.9368
Born This Way,Born This Way,Born This Way - Zedd Remix,Born This Way: The Remix,0.8312
Born This Way,Born This Way,Born This Way - Twin Shadow Remix,Born This Way: The Remix,0.9654
Born This Way,Born This Way,Born This Way (Michael Woods Remix),"Born This Way (The Remixes, Pt. 2)",0.8291
Born This Way,Born This Way,Born This Way (Bimbo Jones Club Remix),"Born This Way (The Remixes, Pt. 2)",0.9591
Born This Way,Born This Way,Born This Way (Chew Fu Born to Fix Remix),"Born This Way (The Remixes, Pt. 1)",0.8885
Born This Way,Born This Way,Born This Way (Grum Remix),"Born This Way (The Remixes, Pt. 2)",0.94
Born This Way,Born This Way,Born This Way (LA Riots Remix),"Born This Way (The Remixes, Pt. 1)",0.8854
Applause,ARTPOP,Applause (Demo),Unreleased Songs,0.6106
Applause,ARTPOP,Applause (Empire of the Sun Remix),ARTPOP,0.9897
Applause,ARTPOP,Applause (Purity Ring Remix),Applause (Remixes),0.9215
Applause,ARTPOP,Applause / Come To Mama / The edge Of Glory / Born This Way,,0.9331
Applause,ARTPOP,Applause - Come To Mama - Edge Of Glory - Born This Way (ACT IV),,0.9331
Venus,ARTPOP,G.U.Y an ARTPOP film,,0.8491
Venus,ARTPOP,Venus (artRAVE paris version),,0.6845
Perfect Illusion,Joanne,Fun Tonight,Chromatica,0.6838
Perfect Illusion,Joanne,MANiCURE,ARTPOP,0.6118
Perfect Illusion,Joanne,Love Me Right,Chromatica (Target Exclusive/International Deluxe),0.6137
Donatella,ARTPOP,Fashion (2009),Confessions of a Shopaholic (Original Soundtrack),0.6186
Donatella,ARTPOP,Donatellas (artRAVE paris version),,0.8107
Telephone,The Fame Monster,Just Dance,The Fame,0.67
Telephone,The Fame Monster,Yoü and I,Born This Way,0.6687
Telephone,The Fame Monster,Hey Girl,Joanne,0.6975
Telephone,The Fame Monster,Starstruck,The Fame,0.6418
Telephone,The Fame Monster,Do What U Want (Remix),ARTPOP,0.6062
Telephone,The Fame Monster,Just Dance (Demo),Unreleased Songs,0.6499
Telephone,The Fame Monster,Telephone (Demo/Solo Version),Unreleased Songs,0.8749
Telephone,The Fame Monster,LoveGame - Chew Fu Ghettohouse Fix,LoveGame The Remixes (International Version),0.6043
Telephone,The Fame Monster,Just Dance (Trevor Simpson Edit),,0.602
Telephone,The Fame Monster,Just Dance - Live at Cherrytree House Stripped Down Version,The Cherrytree Sessions - EP,0.609
Telephone,The Fame Monster,Do What U Want (DJ White Shadow Remix),Do What U Want (Remixes),0.6351
Telephone,The Fame Monster,Telephone (Passion Pit Remix),The Remix,0.7528
Telephone,The Fame Monster,Telephone (Fanmade Version),Unreleased Songs,0.9284
Telephone,The Fame Monster,Do What U Want (Samantha Ronson Remix),Do What U Want (Remixes),0.6286
Telephone,The Fame Monster,Do What U Want (Kronic Remix),Do What U Want (Remixes),0.6199
Telephone,The Fame Monster,Wundaland (Demo),Unreleased Songs,0.607
Telephone,The Fame Monster,The DJ Vice Megamix,,0.66
Telephone,The Fame Monster,Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.6065
Telephone,The Fame Monster,Do What U Want (Steven Redant Barcelona Remix),Do What U Want (Remixes),0.6186
Telephone,The Fame Monster,Yoü and I - Metronomy Remix,Born This Way: The Remix,0.6526
Telephone,The Fame Monster,Poker Face / Telephone (artRAVE paris version),,0.6154
Telephone,The Fame Monster,Telephone (DJ Dan Vocal Remix),Telephone (The Remixes),0.9857
Aura,ARTPOP,Burqa,Artpop Act II (Scrapped),0.767
Aura,ARTPOP,Jewels and drugs / Aura / Sexxx Dreams / Mary Jane Holland / Alejandro (artRAVE paris version),,0.7581
Babylon,Chromatica,Babylon (Haus Labs),,1.0
Gypsy,ARTPOP,Gypsy (Demo),Unreleased Songs,0.8715
Paparazzi,The Fame,Diamond Heart,Joanne,0.6005
Paparazzi,The Fame,Boys Boys Boys,The Fame,0.6421
Paparazzi,The Fame,Starstruck,The Fame,0.6152
Paparazzi,The Fame,SuperStar,Unreleased Songs,0.7001
Paparazzi,The Fame,Oh Baby (Demo),Unreleased Songs,0.6223
Paparazzi,The Fame,Diamond Heart - A-YO - Poker Face - Perfect Illusion (ACT I),,0.6259
Paparazzi,The Fame,Super Lover,Unreleased Songs,0.6432
Paparazzi,The Fame,Paparazzi (Stuart Price Remix),The Remix,0.9921
Paparazzi,The Fame,Paparazzi (Demo),Unreleased Songs,0.9921
Paparazzi,The Fame,Paparazzi / Do What U Want / Dope  (artRAVE paris version),,0.8014
Alice,Chromatica,"Baby, It’s Cold Outside",,0.6107
Alejandro,The Fame Monster,Alejandro (The Sound of Arrows Remix),The Remix,0.8564
Stupid Love,Chromatica,MANiCURE,ARTPOP,0.628
Stupid Love,Chromatica,1000 Doves,Chromatica,0.6151
Stupid Love,Chromatica,Heal Me,A Star is Born (Original Motion Picture Soundtrack),0.6777
Stupid Love,Chromatica,Love Me Right,Chromatica (Target Exclusive/International Deluxe),0.6558
Stupid Love,Chromatica,Before I Cry,A Star is Born (Original Motion Picture Soundtrack),0.675
Stupid Love,Chromatica,Electric Chapel,Born This Way,0.6013
Stupid Love,Chromatica,Out of Control,Unreleased Songs,0.614
Stupid Love,Chromatica,MANiCURE (Demo),Unreleased Songs,0.6207
Stupid Love,Chromatica,Stupid Love (Ellis Remix),Chromatica,0.9497
Stupid Love,Chromatica,Let Love Down,New Material (Mixtape),0.6264
Stupid Love,Chromatica,Oh Well,Unreleased Songs,0.6466
Stupid Love,Chromatica,MANiCURE (Swinefest Demo),,0.6009
Stupid Love,Chromatica,Quicksand (Demo),Unreleased Songs,0.6045
Stupid Love,Chromatica,Bad Romance (Grum Remix),Bad Romance (The Remixes Pt. 1 & 2),0.6205
Stupid Love,Chromatica,Stupid Love (MNNR Remix),,0.8366
Judas,Born This Way,Judas (DJ White Shadow Remix),Born This Way (International Special Edition Version),0.8035
Judas,Born This Way,Judas - Goldfrapp Remix,Born This Way: The Remix,0.7694
Judas,Born This Way,Judas - Hurts Remix,Born This Way: The Remix,0.9106
Judas,Born This Way,The Edge of Glory/Judas/Aura/Sexxx Dreams/Mary Jane Holland/Alejandro (artRAVE paris version),,0.7404
John Wayne,Joanne,Jewels N’ Drugs,ARTPOP,0.6042
John Wayne,Joanne,A-YO,Joanne,0.6372
John Wayne,Joanne,John Wayne - Scheibe - Alejandro (ACT II),,0.8546
Just Dance,The Fame,Yoü and I,Born This Way,0.7022
Just Dance,The Fame,Cake Like Lady Gaga,Artpop Act II (Scrapped),0.6516
Just Dance,The Fame,Hey Girl,Joanne,0.6287
Just Dance,The Fame,Dancin’ in Circles,Joanne,0.6171
Just Dance,The Fame,Government Hooker,Born This Way,0.6056
Just Dance,The Fame,Boys Boys Boys,The Fame,0.6001
Just Dance,The Fame,Starstruck,The Fame,0.6855
Just Dance,The Fame,Do What U Want (Remix),ARTPOP,0.6454
Just Dance,The Fame,Super Bowl LI Halftime Show,Super Bowl Halftime Shows,0.6365
Just Dance,The Fame,Panty Party,Unreleased Songs,0.6002
Just Dance,The Fame,SuperStar,Unreleased Songs,0.6716
Just Dance,The Fame,Sexy Ugly,Unreleased Songs,0.6476
Just Dance,The Fame,Fancy Pants,New Material (Mixtape),0.6304
Just Dance,The Fame,Just Dance (Demo),Unreleased Songs,0.9537
Just Dance,The Fame,Do What U Want (DJWS Remix),,0.6591
Just Dance,The Fame,Candy in Control (Demo),Unreleased Songs,0.6141
Just Dance,The Fame,ACT 2,,0.603
Just Dance,The Fame,LoveGame - Chew Fu Ghettohouse Fix,LoveGame The Remixes (International Version),0.6599
Just Dance,The Fame,Just Dance (Trevor Simpson Edit),,0.9202
Just Dance,The Fame,Just Dance - Live at Cherrytree House Stripped Down Version,The Cherrytree Sessions - EP,0.9262
Just Dance,The Fame,Super Lover,Unreleased Songs,0.6259
Just Dance,The Fame,Do What U Want (DJ White Shadow Remix),Do What U Want (Remixes),0.6583
Just Dance,The Fame,Just dance - Love Game - Telephone (ACT III),,0.8126
Just Dance,The Fame,Telephone (Passion Pit Remix),The Remix,0.6404
Just Dance,The Fame,Just Dance (Richard Vission Remix),The Remix,0.7169
Just Dance,The Fame,Telephone (Fanmade Version),Unreleased Songs,0.675
Just Dance,The Fame,Do What U Want (Samantha Ronson Remix),Do What U Want (Remixes),0.6468
Just Dance,The Fame,Do What U Want (Kronic Remix),Do What U Want (Remixes),0.6479
Just Dance,The Fame,Filthy Pop (Rob Fusari Version),Unreleased Songs,0.6071
Just Dance,The Fame,Wundaland (Demo),Unreleased Songs,0.6153
Just Dance,The Fame,The DJ Vice Megamix,,0.9849
Just Dance,The Fame,The Fierce Mama-Gaga,,0.6468
Just Dance,The Fame,Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.6427
Just Dance,The Fame,Do What U Want (Steven Redant Barcelona Remix),Do What U Want (Remixes),0.6374
Just Dance,The Fame,Yoü and I - Metronomy Remix,Born This Way: The Remix,0.6748
Just Dance,The Fame,Do What U Want (Steven Redant Madrid Club Remix),Do What U Want (Remixes),0.6247
Just Dance,The Fame,Poker Face / Telephone (artRAVE paris version),,0.9343
Just Dance,The Fame,You and ï / born this way (artRAVE paris version),,0.6349
Just Dance,The Fame,New York Girls,,0.6671
Just Dance,The Fame,Telephone (DJ Dan Vocal Remix),Telephone (The Remixes),0.6907
Free Woman,Chromatica,Free Woman (Demo),Unreleased Songs,0.8746
Is That Alright?,A Star Is Born: Encore ,Joanne,Joanne,0.6132
Is That Alright?,A Star Is Born: Encore ,1000 Doves,Chromatica,0.6095
Is That Alright?,A Star Is Born: Encore ,So Happy I Could Die,The Fame Monster,0.6064
Is That Alright?,A Star Is Born: Encore ,1000 Doves (Piano Demo),Chromatica (Target Exclusive/International Deluxe),0.6083
Is That Alright?,A Star Is Born: Encore ,Greatest,Unreleased Songs,0.6245
Is That Alright?,A Star Is Born: Encore ,Master Heartbreaker,Unreleased Songs,0.6068
Scheiße,Born This Way,Scheiße (DJ White Shadow Mugler),Born This Way (International Special Edition Version),0.8854
Scheiße,Born This Way,Scheiße - Guena LG Club Remix,Born This Way: The Remix,0.9686
Dope,ARTPOP,Heal Me,A Star is Born (Original Motion Picture Soundtrack),0.6195
Dope,ARTPOP,Words,Red and Blue - EP,0.6031
Fun Tonight,Chromatica,Joanne,Joanne,0.6242
Fun Tonight,Chromatica,I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),0.6125
Fun Tonight,Chromatica,MANiCURE,ARTPOP,0.6467
Fun Tonight,Chromatica,1000 Doves,Chromatica,0.6251
Fun Tonight,Chromatica,Dancin’ in Circles,Joanne,0.6056
Fun Tonight,Chromatica,The Edge of Glory,Born This Way,0.6111
Fun Tonight,Chromatica,Heal Me,A Star is Born (Original Motion Picture Soundtrack),0.6289
Fun Tonight,Chromatica,Love Me Right,Chromatica (Target Exclusive/International Deluxe),0.6421
Fun Tonight,Chromatica,Til It Happens To You,,0.6901
Fun Tonight,Chromatica,Before I Cry,A Star is Born (Original Motion Picture Soundtrack),0.6111
Fun Tonight,Chromatica,I Wanna Be With U,Artpop Act II (Scrapped),0.6087
Fun Tonight,Chromatica,Joanne (Where Do You Think You’re Goin’?) [Piano Version],,0.6044
Fun Tonight,Chromatica,Do What U Want (Solo Version),Europa FM 2014,0.6361
Fun Tonight,Chromatica,No Floods,Red and Blue - EP,0.6048
Fun Tonight,Chromatica,Let Love Down,New Material (Mixtape),0.6217
Fun Tonight,Chromatica,Something Crazy,Red and Blue - EP,0.6154
Fun Tonight,Chromatica,Candy in Control (Demo),Unreleased Songs,0.6456
Fun Tonight,Chromatica,Sometimes (Demo),Unreleased Songs,0.6472
Fun Tonight,Chromatica,MANiCURE (Swinefest Demo),,0.6053
Fun Tonight,Chromatica,Quicksand (Demo),Unreleased Songs,0.6422
Fun Tonight,Chromatica,Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.6131
Fun Tonight,Chromatica,Master Heartbreaker,Unreleased Songs,0.6181
Fun Tonight,Chromatica,The Edge of Glory (Porter Robinson Remix),The Edge of Glory (The Remixes),0.6045
Fun Tonight,Chromatica,Shallow (Joe Biden Election Night Rally 2020),Joe Biden Election Night 2020 Rally,0.6065
Fun Tonight,Chromatica,New York Girls,,0.6052
Yoü and I,Born This Way,I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),0.6899
Yoü and I,Born This Way,Cake Like Lady Gaga,Artpop Act II (Scrapped),0.6172
Yoü and I,Born This Way,Hey Girl,Joanne,0.7238
Yoü and I,Born This Way,Government Hooker,Born This Way,0.6252
Yoü and I,Born This Way,Starstruck,The Fame,0.6788
Yoü and I,Born This Way,Do What U Want (Remix),ARTPOP,0.6815
Yoü and I,Born This Way,Super Bowl LI Halftime Show,Super Bowl Halftime Shows,0.6249
Yoü and I,Born This Way,SuperStar,Unreleased Songs,0.6271
Yoü and I,Born This Way,Just Dance (Demo),Unreleased Songs,0.6952
Yoü and I,Born This Way,Do What U Want (DJWS Remix),,0.6437
Yoü and I,Born This Way,You and I (Live),A Very Gaga Holiday,0.6257
Yoü and I,Born This Way,LoveGame - Chew Fu Ghettohouse Fix,LoveGame The Remixes (International Version),0.6658
Yoü and I,Born This Way,Just Dance - Live at Cherrytree House Stripped Down Version,The Cherrytree Sessions - EP,0.6202
Yoü and I,Born This Way,Do What U Want (DJ White Shadow Remix),Do What U Want (Remixes),0.6663
Yoü and I,Born This Way,Telephone (Passion Pit Remix),The Remix,0.6729
Yoü and I,Born This Way,Telephone (Fanmade Version),Unreleased Songs,0.6496
Yoü and I,Born This Way,Do What U Want (Samantha Ronson Remix),Do What U Want (Remixes),0.6792
Yoü and I,Born This Way,Do What U Want (Kronic Remix),Do What U Want (Remixes),0.67
Yoü and I,Born This Way,Wundaland (Demo),Unreleased Songs,0.6225
Yoü and I,Born This Way,The DJ Vice Megamix,,0.6774
Yoü and I,Born This Way,The Fierce Mama-Gaga,,0.6636
Yoü and I,Born This Way,Do What U Want (Red Ant & Amp Lexvas Deep House Remix),Do What U Want (Remixes),0.6039
Yoü and I,Born This Way,Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.675
Yoü and I,Born This Way,Do What U Want (Steven Redant Barcelona Remix),Do What U Want (Remixes),0.6219
Yoü and I,Born This Way,Yoü and I - Metronomy Remix,Born This Way: The Remix,0.9551
Yoü and I,Born This Way,Do What U Want (Steven Redant Madrid Club Remix),Do What U Want (Remixes),0.6735
Yoü and I,Born This Way,Poker Face / Telephone (artRAVE paris version),,0.6314
Yoü and I,Born This Way,You and ï / born this way (artRAVE paris version),,0.7844
Yoü and I,Born This Way,Yoü and I (Joe Biden Election Night Rally 2020),Joe Biden Election Night 2020 Rally,0.7107
Yoü and I,Born This Way,Telephone (DJ Dan Vocal Remix),Telephone (The Remixes),0.7048
ARTPOP,ARTPOP,Artpop (artRAVE paris version),,0.7941
ARTPOP,ARTPOP,Manicure + Cake Like Lady Gaga (artRAVE paris version),,0.6053
Joanne,Joanne,I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),0.6248
Joanne,Joanne,Hey Girl,Joanne,0.6221
Joanne,Joanne,Til It Happens To You,,0.6122
Joanne,Joanne,Joanne (Where Do You Think You’re Goin’?) [Piano Version],,0.9674
Joanne,Joanne,Let Love Down,New Material (Mixtape),0.6282
Joanne,Joanne,Candy in Control (Demo),Unreleased Songs,0.644
Joanne,Joanne,Quicksand (Demo),Unreleased Songs,0.6481
Joanne,Joanne,Do What U Want (DJ White Shadow Remix),Do What U Want (Remixes),0.6085
Joanne,Joanne,Master Heartbreaker,Unreleased Songs,0.679
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Hey Girl,Joanne,0.6672
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),1000 Doves (Piano Demo),Chromatica (Target Exclusive/International Deluxe),0.6053
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Remix),ARTPOP,0.6573
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Joanne (Where Do You Think You’re Goin’?) [Piano Version],,0.616
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Ev’ry Time We Say Goodbye,Cheek to Cheek,0.604
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),No Floods,Red and Blue - EP,0.615
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),LoveGame - Chew Fu Ghettohouse Fix,LoveGame The Remixes (International Version),0.6177
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Quicksand (Demo),Unreleased Songs,0.6113
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (DJ White Shadow Remix),Do What U Want (Remixes),0.6721
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Telephone (Passion Pit Remix),The Remix,0.6878
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Samantha Ronson Remix),Do What U Want (Remixes),0.6727
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Kronic Remix),Do What U Want (Remixes),0.6372
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),"Eh, Eh (Nothing Else I Can Say) (Pet Shop Boys Radio Mix)",The Remix,0.6273
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),The Fierce Mama-Gaga,,0.6539
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Red Ant & Amp Lexvas Deep House Remix),Do What U Want (Remixes),0.6231
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Steven Redant Madrid Radio Remix),Do What U Want (Remixes),0.6622
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Yoü and I - Metronomy Remix,Born This Way: The Remix,0.6838
I’ll Never Love Again (Film Version),A Star is Born (Original Motion Picture Soundtrack),Do What U Want (Steven Redant Madrid Club Remix),Do What U Want (Remixes),0.6644
