title,album,year
Love You More,Straight from the Lab,2003.0
Puke,Encore,2004.0
Music Box,Relapse: Refill,2009.0
G.O.A.T.,Straight from the Lab Part 2,2011.0
Encore / Curtains Down,Encore,2004.0
One Shot 2 Shot,Encore,2004.0
Guns Blazing,Music to Be Murdered By: Side B,2020.0
Evil Deeds,Encore,2004.0
My Fault,The Slim Shady LP,1999.0
Elevator,Relapse: Refill,2009.0
Eminem Freestyles on Tim Westwood | 2010,,2010.0
Big Weenie,Encore,2004.0
We As Americans,Straight from the Lab,2003.0
Favorite Bitch,Music to Be Murdered By: Side B,2020.0
Foolish Pride,Unreleased Songs,
Revival (Interlude),Revival,2017.0
Killer,Music to Be Murdered By: Side B,2020.0
Quitter (Everlast Diss),The Magic Sound Of Deep Dance Presents - The Eminem Show ,2000.0
That’s All She Wrote (Solo Version),,
Old Time’s Sake,Relapse,2009.0
Lose Yourself (Original Demo Version),SHADYXV,2014.0
Buffalo Bill,Relapse: Refill,2009.0
Never Enough,Encore,2004.0
Can I Bitch,Straight from the Lab,2003.0
The Sauce,Invasion: Shady Times,2002.0
313,Infinite,1996.0
8 Mile: The Lunch Truck Battle,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
My 1st Single,Encore,2004.0
’97 Bonnie & Clyde,The Slim Shady LP,1999.0
"Low Down, Dirty",Slim Shady EP,1997.0
8 Mile: 313 Cypher (Chin Tiki Girls),"8 Mile (Battles, Cyphers & Freestyles)",2002.0
2.0 Boys,,2011.0
Get You Mad,The Singles,1999.0
Session One,Recovery,2010.0
She Loves Me,Music to Be Murdered By: Side B,2020.0
Alfred (Interlude),Music to Be Murdered By,2020.0
It’s O.K.,Infinite,1996.0
Nowhere Fast (Extended Version),,2018.0
Drop the Bomb on ’Em,Relapse: Refill,2009.0
Taking My Ball,Relapse: Refill,2009.0
"Murder, Murder",Slim Shady EP,1997.0
Hellbound,Game Over (Compilation),2002.0
Open Mic,Infinite,1996.0
Any Man (Fucking Crazy),Soundbombing II,
Demon Inside,Unreleased Songs,
Stimulate,Straight from the Lab,
Ridaz,Recovery,2010.0
Tonite,Infinite,1996.0
Remind Me (Intro),Revival,2017.0
Jimmy Crack Corn,Eminem Presents: The Re-Up,2006.0
Public Service Announcement 2000,The Marshall Mathers LP,2000.0
Listen To Your Heart,Unreleased Songs,
The Apple,Straight from the Lab Part 2,2011.0
Facebook Q&A,,2013.0
Stepdad (Intro),Music to Be Murdered By,2020.0
Cocaine,Straight from the Lab Part 2,2010.0
Alfred (Outro),Music to Be Murdered By,2020.0
I Remember (Dedication to Whitey Ford/Everlast Diss),,
Bad Influence,The Singles,1999.0
Ricky Ticky Toc,Encore,2004.0
Fly Away,Straight from the Lab Part 2,2011.0
No One’s Iller,Slim Shady EP,1997.0
1997 Rap Olympics,,
Backstabber,Infinite,1996.0
Hell Breaks Loose,Relapse: Refill,2009.0
Public Service Announcement,The Slim Shady LP,1999.0
Microphone Freestyle,,
"Monkey See, Monkey Do",Straight from the Lab,2003.0
3 Verses,,
Ballin’ Uncontrollably,Straight from the Lab Part 2,2011.0
8 Mile: Sweet Home Alabama Freestyle,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
Till Hell Freezes Over,Unreleased Songs,
4 Verses,,
The Re-Up,Eminem Presents: The Re-Up,2006.0
Oh No,Straight from the Lab Part 2,
I’m Having a Relapse,Unreleased Songs,2008.0
Public Enemy #1,Eminem Presents: The Re-Up,2006.0
Armaggedon (The Invasion Part 3),Invasion III: Countdown to Armageddon,
Bump Heads (Ja Rule Diss),Straight from the Lab,2003.0
Searchin’,Infinite,1996.0
Wee Wee,Straight from the Lab Part 2,2011.0
Never 2 Far,Infinite,1996.0
Slim Shady (Intro),Slim Shady EP,1997.0
Weed Lacer,Unreleased Songs,
Em360 Rapcity Backroom Freestyle,BET BackRoom Freestyles Collection,2013.0
The Equalizer : Soundtrack,,
My Name Is (Original),Unreleased Songs,
Jealousy Woes II,Infinite,1996.0
8 Mile: Marv Won vs B-Rabbit,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
It’s Been Real,Straight from the Lab Part 2,2011.0
Maxine,Infinite,1996.0
Greg,The Slim Shady LP (Expanded Edition),1999.0
Kurt Loder Car Freestyle,,1999.0
8 Mile Background Music,,
2012 Something From Nothing: Art of Rap Freestyle,,
8 Mile: Trailer Freestyle,,2002.0
Rap City Freestyle,,
Our House,Unreleased Songs,
My Name Is (Original Version),Unreleased Songs,
Intro (Curtain Call),Curtain Call: The Hits,2005.0
We’re Back,Eminem Presents: The Re-Up,2006.0
The Conspiracy Freestyle,Straight from the Lab,2003.0
Emulate,Straight from the Lab Part 2,2011.0
Alfred (Intro),Music to Be Murdered By: Side B,2020.0
I Get Money (Remix),Unreleased Songs,
Devil’s Night Intro,The Devil’s Night Mixtape,2015.0
50 Ways,Unreleased Songs,2011.0
W.E.G.O. (Interlude),Infinite,1996.0
Rap City,,2009.0
It’s Only Fair to Warn [Freestyle],Shady Classics Mixtape,2010.0
Letter to Tupac’s Mother,,
The Real Slim Shady (Clean),The Singles,2000.0
Freak,Bodied (Music From And Inspired by the Motion Picture),
Invasion (The Realest),Invasion: Shady Times,
So Many Styles,,
8 Mile: D’Phuzion vs B-Rabbit,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
Thus Far (Interlude),Music to Be Murdered By: Side B,2020.0
Just Rhymin’ with Proof,,2000.0
8 Mile: Lily’s Lullaby,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
Fuck You,,
Everything,Unreleased Songs,
Rap City Freestyle (Keeping It Raw),,
1-833-2GET-REV (REVIVAL Voicemail),,2017.0
Things Get Worse (Lost Version),Unreleased Songs,2019.0
Nut Up,Unreleased Songs,2019.0
Hazardous Youth,The Singles,1999.0
Wanksta (Eminem’s Version),The Singles,2003.0
Give Me the Ball,Straight from the Lab Part 2,
God Is Cleaning Out My Closet,Straight from the Lab,2003.0
Anger Management,Anger Management 3,2005.0
Off The Dome Freestyle,,2010.0
Kill My Pain (Mixup),,
Freestyle (Gone Crazy),,
My Drug Addiction,,
The People’s Champ (Intro),Unreleased Songs,2011.0
First Word Freestyle,,
Eminem’s Tattoos,,
1998 Wake Up Show Freestyle,,
Stan (Live from the 43rd Annual Grammy Awards),Curtain Call: The Hits,2001.0
Whether or Not,The Magic Sound Of Deep Dance Presents - The Eminem Show ,
XL Show Freestyle,,1998.0
8 Mile: Cheddar Bob Freestyle,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
Fubba U Cubba Cubba,Anger Management 3,2005.0
My Salsa,,2004.0
Shade 45 Freestyle,,
Pooh Butt Day,,1988.0
8 Mile: B-Rabbit vs Supa Emcee,"8 Mile (Battles, Cyphers & Freestyles)",
Freestyle (The Watcher),The Marshall Mathers LP (Snippet Tape) ,
Tim Westwood Freestyle,,2000.0
8 Mile: Maurice Grant vs B-Rabbit,"8 Mile (Battles, Cyphers & Freestyles)",2002.0
Baruch College Session,,1997.0
Infinite (F.B.T. Remix),,2016.0
Zucker im Kaffee (Sugar in the coffee),,2015.0
Freestyle (Light Speed),The Marshall Mathers LP (Snippet Tape) ,
Shady Narcotics,Eminem Presents: The Re-Up,2006.0
Tylenol Island,Unreleased Songs,
Syllables (Remix),,2009.0
My Name Is (Radio Edit),The Singles,2003.0
Everybody’s Looking at Me,,
12 Days of Diss-Mas,,2018.0
2004 Tim Westwood Freestyle,,
Crackers And Cheese,,
Take The World With Me,Unreleased Songs,1998.0
Nowhere Fast (iHeartRadio Music Awards 2018),,2018.0
Richard (Solo Version),,
The Monster Explained,,2014.0
1999,,2009.0
My Fault (Pizza Mix),The Singles,1999.0
Eminem Freestyle On The Farmclub,,
Step Right Up,,
"1997 Freestyle Live at Wetlands, NYC",,
The Way I Am (Danny Lohner Remix),The Marshall Mathers LP: Tour Edition,2000.0
Marshall Mathers (Snippet),The Marshall Mathers LP (Snippet Tape) ,2000.0
Rap City Freestyle (I’m a Big Deal),,
Power 92.3 Freestyle,,
Crack a Bottle (Original Demo),Unreleased Songs,2009.0
W.T.P. (Remix),,2011.0
1996 Underground Freestyle,,1996.0
Bad Meets Evil (Original),Unreleased Songs,
My Conscience,,1998.0
Rap City 2013 Acapella,,2013.0
Superman (Cry Me A River Remix),,2003.0
Public Service Announcement (2006),Bar Shots,2006.0
Walk On Water/Stan/Love The Way You Lie (SNL Medley),,2017.0
Rap Battle (1994),,
Public Service Announcement (SSLP),,
’97 Blazer,,
Letter To Detroit,,
Hip Hop,Unreleased Songs,
Phone Tap (Freestyle),,
Fuck That Shit (Rapture),,
Eminem Freestyle (Hollywood Homicide),,2008.0
Radio Freestyle 1,,1997.0
Role Model (Demo),Unreleased Songs,
Pick It Up,,
Ghost Stories,Unreleased Songs,1998.0
Lose Yourself (Drum & Bass Remix),Straight from the Lab,2003.0
Food Stamp (Phone Tap Freestyle),,
Cut Back,Unreleased Songs,
Just Don’t Give a #?@! (Radio Edit),Slim Shady EP,1997.0
Murder Murder (Next Friday),,1999.0
Serious,,
Guilty Conscience (Radio Extra Clean W/New Hook),The Singles,1999.0
Cleanin’ Out My Closet (Drum & Bass Remix),Straight from the Lab,2003.0
Stuff To Never Rhyme (The Don’ts),,2018.0
Beautiful (Radio Edit),,2009.0
I Kissed a Boy,,2008.0
Berzerk Explained,,
MC Hammer vs. Vanilla Ice,,1990.0
Brain Damage (Snippet),The Slim Shady LP (Snippet Tape),
Radio Freestyle 2,,
Criminal (Snippet),The Marshall Mathers LP (Snippet Tape) ,2000.0
Unreleased Songs [Discography List],Unreleased Songs,
What Colour Is Soul,,
Hate Me Now Freestyle,,
Don’t Chew With Your Mouth Full,,
"Eminem, Paul Rosenberg Intro",Shady Classics Mixtape,2014.0
Role Model (Clean Version),,1999.0
C’mon Everybody,Unreleased Songs,1998.0
Guilty Conscience (Radio Version),The Singles,2019.0
Stolen Power,,2016.0
Radio Freestyle 3,,
"Open Mic Feb. 17, 1996",,1996.0
If I Had (Radio Edit),Slim Shady EP,1997.0
Verse 1,The Slim Shady LP (Snippet Tape),1999.0
Mic Check One Two,Unreleased Songs,1990.0
Starting To Look Like An M&M!,,
What Time You Sucking It*,,2016.0
Broke Day (Snippet of ”It’s Okay”),,
Cancerous (Freestyle),,
Verse 3,The Slim Shady LP (Snippet Tape),1999.0
DJ Fashion Freestyle,,1999.0
Without Me (A Cappella),The Singles,2003.0
Eminem Music Videos,,
The Slim Shady Show Freestyle,,2000.0
Just Don’t Give a Fuck (A Cappella),The Slim Shady LP (Expanded Edition),2019.0
Ode To Detroit,,
Guilty Conscience (A Cappella),The Singles,2019.0
Don’t Call Me Marshall (Intro),,
Breaking News (Intro),,
Second Chance,,
Rap Game (Solo Mix),,2003.0
I Get Money,Straight from the Lab Part 2,
Wicked Shit Freestyle,,
Male Prostitute,,
My Name Is (Snippet),The Slim Shady LP (Snippet Tape),
The Kids (Unreleased Demo),Unreleased Songs,
Drop It Like It’s Hot Freestyle,,
Passin’ out concussions,,
Verse 2,The Slim Shady LP (Snippet Tape),1999.0
The Half-Time Show Freestyle,,1998.0
Canibus Impression Freestyle,,
I’m Shady (Snippet),The Slim Shady LP (Snippet Tape),
Fuck You (Lab Rat Remix),,2000.0
Insult to Injury,,2010.0
Business (A Cappella),The Singles,2003.0
Bump Heads - DJ Green Lantern Version,The Singles,2003.0
Victory (Remix),,2003.0
Guilty Conscience (Snippet),The Slim Shady LP (Snippet Tape),
Any Word Freestyle,,1999.0
Crack A Bottle (Shady Remix),,2009.0
Mystical Diss,,1997.0
Jimmy Crack Corn (Cashis Vocal Mix (EX)),"Kelvin King Presents: Shady Narcotics [2020 Reissue] (Re-Introducing D12, 50 Cent, Obie Trice, Stat Quo, Bobby Creek & Ca$his)",2007.0
PhatBeats Prank Call,,1999.0
What’s Your Intent?,Unreleased Songs,1993.0
Cut Back (Leak),Unreleased Songs,
Hot 100 Chart History,,2016.0
Medicine Man (Only Eminem),,
Run Your Jewels (Snippet),Unreleased Songs,2016.0
Slim Shady,,
Mancow (Freestyle),,1999.0
Mariah Carey Voicemail (Anger Management Tour 2005),,2005.0
The Real Slim Shady (Murda Mixtape Version),,
Lose Yourself (Live at the 92nd Academy Awards),92nd Academy Awards Performances,2020.0
Eminem - Get You Mad (Türkçe Çeviri),,
Superman (Clean Radio Edit),,2002.0
WJLB 1998 Promo,,
Real Slim Shady (EDIT),,
The Kids (Demo),Unreleased Songs,
Eminem Full Discography,,
Everything I Do,Unreleased Songs,
"Low, Down, Dirty (Unmastered Sequence version)",,
Rap Game (Bump Heads),,2006.0
Rolling Stone Q/A Exclusive 2013,,2013.0
Whoo Kid Freestyle,,
The ‘N’ Bomb,,1988.0
Anger Management (Turkish Translation),,
I’m Back/Kill You/Under the Influence (Live in California),,
Microphone (Studio Edit),,2009.0
Rap God (Lyrics on Genius),The Marshall Mathers LP2,2013.0
Hit ’Em Up,,2003.0
"Business - Live At The Palace of Auburn Hills, Detroit / 2002",,2005.0
8 Mile (Live in Dublin),,2002.0
Eminem - Zeus (ترجمه فارسی),,2020.0
Premonition (PL),,
Kill You-Türkçe çeviri,,
We Made You (Digital Single Version),,
Still Number One,,2001.0
No Love (Remix),,2010.0
I Like A Girl Freestyle,,2004.0
Eminem - Difficult (MAGYAR FORDÍTÁS),,2010.0
Ghost,,
Canopy Freestyle,,2004.0
The Storm (2017 BET Cypher Český překlad),,2017.0
Eminem - Hello (Türkçe Çeviri),,2009.0
Bangkok Playmates,,2018.0
I’m A Ghost,,
Public Service Announcement 2013,,2013.0
It’s the real slim shady,,
Premonition (Intro) (Kurdish Subtitle),,2020.0
Elen diss track,,
